OBJECTID,ID,Coloring,Block,BlockGroup,Tract,County,State,Block2000,MCD,SubMCD,Place,ConCity,VTD,Congress,LowerSLD,UpperSLD,CountyLD,CityLD,Indian,Trust,TribalSub,ANRC,CSA,CBSA,CBSADiv,UA,UGA,ElemSchool,SecSchool,UnifSchool,ZIP5,UrbanRural,Population,White,Black,AmIndian,Asian,Hawaiian,Other,WhtBlk,WhtInd,WhtAsn,WhtHwn,WhtOth,BlkInd,BlkAsn,BlkHwn,BlkOth,IndAsn,IndHwn,IndOth,AsnHwn,AsnOth,HwnOth,WhtBlkInd,WhtBlkAsn,WhtBlkHwn,WhtBlkOth,WhtIndAsn,WhtIndHwn,WhtIndOth,WhtAsnHwn,WhtAsnOth,WhtHwnOth,BlkIndAsn,BlkIndHwn,BlkIndOth,BlkAsnHwn,BlkAsnOth,BlkHwnOth,IndAsnHwn,IndAsnOth,IndHwnOth,AsnHwnOth,WhtBlkIndAsn,WhtBlkIndHwn,WhtBlkIndOth,WhtBlkAsnHwn,WhtBlkAsnOth,WhtBlkHwnOth,WhtIndAsnHwn,WhtIndAsnOth,WhtIndHwnOth,WhtAsnHwnOth,BlkIndAsnHwn,BlkIndAsnOth,BlkIndHwnOth,BlkAsnHwnOth,IndAsnHwnOth,WhtBlkIndAsnHwn,WhtBlkIndAsnOth,WhtBlkIndHwnOth,WhtBlkAsnHwnOth,WhtIndAsnHwnOth,BlkIndAsnHwnOth,All_Races,AP_Wht,NP_Wht,AP_Blk,NP_Blk,AP_Ind,NP_Ind,AP_Asn,NP_Asn,AP_Hwn,NP_Hwn,AP_Oth,NP_Oth,Race,Races,Races_1,Races_12,Races_12_13,Races_12_13_14,Hispanic_Origin,Not_Hispanic,NH_Wht,NH_Blk,NH_Ind,NH_Asn,NH_Hwn,NH_Oth,NH_WhtBlk,NH_WhtInd,NH_WhtAsn,NH_WhtHwn,NH_WhtOth,NH_BlkInd,NH_BlkAsn,NH_BlkHwn,NH_BlkOth,NH_IndAsn,NH_IndHwn,NH_IndOth,NH_AsnHwn,NH_AsnOth,NH_HwnOth,NH_WhtBlkInd,NH_WhtBlkAsn,NH_WhtBlkHwn,NH_WhtBlkOth,NH_WhtIndAsn,NH_WhtIndHwn,NH_WhtIndOth,NH_WhtAsnHwn,NH_WhtAsnOth,NH_WhtHwnOth,NH_BlkIndAsn,NH_BlkIndHwn,NH_BlkIndOth,NH_BlkAsnHwn,NH_BlkAsnOth,NH_BlkHwnOth,NH_IndAsnHwn,NH_IndAsnOth,NH_IndHwnOth,NH_AsnHwnOth,NH_WhtBlkIndAsn,NH_WhtBlkIndHwn,NH_WhtBlkIndOth,NH_WhtBlkAsnHwn,NH_WhtBlkAsnOth,NH_WhtBlkHwnOth,NH_WhtIndAsnHwn,NH_WhtIndAsnOth,NH_WhtIndHwnOth,NH_WhtAsnHwnOth,NH_BlkIndAsnHwn,NH_BlkIndAsnOth,NH_BlkIndHwnOth,NH_BlkAsnHwnOth,NH_IndAsnHwnOth,NH_WhtBlkIndAsnHwn,NH_WhtBlkIndAsnOth,NH_WhtBlkIndHwnOth,NH_WhtBlkAsnHwnOth,NH_WhtIndAsnHwnOth,NH_BlkIndAsnHwnOth,NH_All_Races,NH_AP_Wht,NH_NP_Wht,NH_AP_Blk,NH_NP_Blk,NH_AP_Ind,NH_NP_Ind,NH_AP_Asn,NH_NP_Asn,NH_AP_Hwn,NH_NP_Hwn,NH_AP_Oth,NH_NP_Oth,NH_1_Race,NH_2__Races,NH_2_Races,NH_3_Races,NH_4_Races,NH_5_Races,NH_DOJ_Blk,NH_DOJ_Ind,NH_DOJ_Asn,NH_DOJ_Hwn,NH_DOJ_Oth,NH_DOJ_OthMR,Pop,Wht,Blk,Ind,Asn,Hwn,Oth,WhtBlk_1,WhtInd_1,WhtAsn_1,WhtHwn_1,WhtOth_1,BlkInd_1,BlkAsn_1,BlkHwn_1,BlkOth_1,IndAsn_1,IndHwn_1,IndOth_1,AsnHwn_1,AsnOth_1,HwnOth_1,WhtBlkInd_1,WhtBlkAsn_1,WhtBlkHwn_1,WhtBlkOth_1,WhtIndAsn_1,WhtIndHwn_1,WhtIndOth_1,WhtAsnHwn_1,WhtAsnOth_1,WhtHwnOth_1,BlkIndAsn_1,BlkIndHwn_1,BlkIndOth_1,BlkAsnHwn_1,BlkAsnOth_1,BlkHwnOth_1,IndAsnHwn_1,IndAsnOth_1,IndHwnOth_1,AsnHwnOth_1,WhtBlkIndAsn_1,WhtBlkIndHwn_1,WhtBlkIndOth_1,WhtBlkAsnHwn_1,WhtBlkAsnOth_1,WhtBlkHwnOth_1,WhtIndAsnHwn_1,WhtIndAsnOth_1,WhtIndHwnOth_1,WhtAsnHwnOth_1,BlkIndAsnHwn_1,BlkIndAsnOth_1,BlkIndHwnOth_1,BlkAsnHwnOth_1,IndAsnHwnOth_1,WhtBlkIndAsnHwn_1,WhtBlkIndAsnOth_1,WhtBlkIndHwnOth_1,WhtBlkAsnHwnOth_1,WhtIndAsnHwnOth_1,BlkIndAsnHwnOth_1,All_Races_1,AP_Wht_1,NP_Wht_1,AP_Blk_1,NP_Blk_1,AP_Ind_1,NP_Ind_1,AP_Asn_1,NP_Asn_1,AP_Hwn_1,NP_Hwn_1,AP_Oth_1,NP_Oth_1,Race_1,Races_12_13_14_15,Races_12_13_14_15_16,Races_12_13_14_15_16_17,Races_12_13_14_15_16_17_18,Races_12_13_14_15_16_17_18_19,H18__Pop,NH18__Pop,NH18__Wht,NH18__Blk,NH18__Ind,NH18__Asn,NH18__Hwn,NH18__Oth,NH18__WhtBlk,NH18__WhtInd,NH18__WhtAsn,NH18__WhtHwn,NH18__WhtOth,NH18__BlkInd,NH18__BlkAsn,NH18__BlkHwn,NH18__BlkOth,NH18__IndAsn,NH18__IndHwn,NH18__IndOth,NH18__AsnHwn,NH18__AsnOth,NH18__HwnOth,NH18__WhtBlkInd,NH18__WhtBlkAsn,NH18__WhtBlkHwn,NH18__WhtBlkOth,NH18__WhtIndAsn,NH18__WhtIndHwn,NH18__WhtIndOth,NH18__WhtAsnHwn,NH18__WhtAsnOth,NH18__WhtHwnOth,NH18__BlkIndAsn,NH18__BlkIndHwn,NH18__BlkIndOth,NH18__BlkAsnHwn,NH18__BlkAsnOth,NH18__BlkHwnOth,NH18__IndAsnHwn,NH18__IndAsnOth,NH18__IndHwnOth,NH18__AsnHwnOth,NH18__WhtBlkIndAsn,NH18__WhtBlkIndHwn,NH18__WhtBlkIndOth,NH18__WhtBlkAsnHwn,NH18__WhtBlkAsnOth,NH18__WhtBlkHwnOth,NH18__WhtIndAsnHwn,NH18__WhtIndAsnOth,NH18__WhtIndHwnOth,NH18__WhtAsnHwnOth,NH18__BlkIndAsnHwn,NH18__BlkIndAsnOth,NH18__BlkIndHwnOth,NH18__BlkAsnHwnOth,NH18__IndAsnHwnOth,NH18__WhtBlkIndAsnHwn,NH18__WhtBlkIndAsnOth,NH18__WhtBlkIndHwnOth,NH18__WhtBlkAsnHwnOth,NH18__WhtIndAsnHwnOth,NH18__BlkIndAsnHwnOth,NH18__All_Races,NH18__AP_Wht,NH18__NP_Wht,NH18__AP_Blk,NH18__NP_Blk,NH18__AP_Ind,NH18__NP_Ind,NH18__AP_Asn,NH18__NP_Asn,NH18__AP_Hwn,NH18__NP_Hwn,NH18__AP_Oth,NH18__NP_Oth,NH18__1_Race,NH18__2__Races,NH18__2_Races,NH18__3_Races,NH18__4_Races,NH18__5_Races,NH18__DOJ_Blk,NH18__DOJ_Ind,NH18__DOJ_Asn,NH18__DOJ_Hwn,NH18__DOJ_Oth,NH18__DOJ_OthMR,Housing_Units,HU_Occupied,HU_Vacant,Sliver,cvgisCITYcensus_block_2010_areaAREA
197,28920,2,515400004012003,515400004012,51540000401,51540,51,515400004012002,5154090780,,5114968,,51540301,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,11,0,12,0,12,0,12,0,12,12,0,0,0,0,0,2,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,9,0,10,0,10,0,10,0,10,10,0,0,0,0,0,1,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,8,0,9,0,9,0,9,0,9,9,0,0,0,0,0,2,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,6,0,7,0,7,0,7,0,7,7,0,0,0,0,0,1,0,0,0,0,0,6,5,1,0,
198,28935,3,515400004011015,515400004011,51540000401,51540,51,515400004011010,5154090780,,5114968,,51540301,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,28954,0,515400004011012,515400004011,51540000401,51540,51,515400004011010,5154090780,,5114968,,51540301,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,50,22,20,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,23,27,1,49,3,47,0,50,3,47,46,4,2,2,0,0,3,47,22,20,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,23,24,1,46,3,44,0,47,0,47,43,4,2,2,0,0,21,1,1,0,0,2,42,21,16,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,16,26,1,41,1,41,0,42,3,39,41,1,1,0,0,0,3,39,21,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,16,23,1,38,1,38,0,39,0,39,38,1,1,0,0,0,16,1,1,0,0,0,27,24,3,0,
200,28972,1,515400004011014,515400004011,51540000401,51540,51,515400004011010,5154090780,,5114968,,51540301,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,28991,0,515400004011005,515400004011,51540000401,51540,51,515400004011010,5154090780,,5114968,,51540301,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,29007,3,515400004012018,515400004012,51540000401,51540,51,515400004012013,5154090780,,5114968,,51540102,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,43,28,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,14,29,1,42,0,43,0,43,0,43,41,2,2,0,0,0,0,43,28,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,14,29,1,42,0,43,0,43,0,43,41,2,2,0,0,0,14,1,0,0,0,0,34,26,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,7,27,1,33,0,34,0,34,0,34,32,2,2,0,0,0,0,34,26,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,7,27,1,33,0,34,0,34,0,34,32,2,2,0,0,0,7,1,0,0,0,0,19,19,0,0,
203,29026,1,515400004012016,515400004012,51540000401,51540,51,515400004012000,5154090780,,5114968,,51540102,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,34,26,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,7,27,0,34,1,33,1,33,0,34,28,6,6,0,0,0,1,33,25,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,7,26,0,33,1,32,1,32,0,33,27,6,6,0,0,0,7,0,0,0,0,1,27,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,2,25,0,27,1,26,1,26,0,27,26,1,1,0,0,0,1,26,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,24,0,26,1,25,1,25,0,26,25,1,1,0,0,0,2,0,0,0,0,1,20,16,4,0,
204,29043,2,515400004024000,515400004024,51540000402,51540,51,515400004024002,5154090780,,5114968,,51540102,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,14,0,15,0,15,0,15,0,15,15,0,0,0,0,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,14,0,15,0,15,0,15,0,15,15,0,0,0,0,0,1,0,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,12,0,13,0,13,0,13,0,13,13,0,0,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,12,0,13,0,13,0,13,0,13,13,0,0,0,0,0,1,0,0,0,0,0,10,9,1,0,
205,29062,3,515400004011019,515400004011,51540000401,51540,51,515400004011003,5154090780,,5114968,,51540301,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,61,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,17,44,1,60,0,61,0,61,0,61,60,1,0,1,0,0,0,61,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,17,44,1,60,0,61,0,61,0,61,60,1,0,1,0,0,16,0,0,0,0,1,53,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,12,41,0,53,0,53,0,53,0,53,53,0,0,0,0,0,0,53,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,12,41,0,53,0,53,0,53,0,53,53,0,0,0,0,0,12,0,0,0,0,0,27,27,0,0,
206,29082,4,515400004012017,515400004012,51540000401,51540,51,515400004012000,5154090780,,5114968,,51540102,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,23,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,19,0,23,0,23,0,23,0,23,23,0,0,0,0,0,0,23,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,19,0,23,0,23,0,23,0,23,23,0,0,0,0,0,4,0,0,0,0,0,23,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,19,0,23,0,23,0,23,0,23,23,0,0,0,0,0,0,23,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,19,0,23,0,23,0,23,0,23,23,0,0,0,0,0,4,0,0,0,0,0,12,12,0,0,
207,29099,1,515400004011027,515400004011,51540000401,51540,51,515400004011014,5154090780,,5114968,,51540102,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,17,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,15,0,17,2,15,0,17,0,17,17,0,0,0,0,0,0,17,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,15,0,17,2,15,0,17,0,17,17,0,0,0,0,0,2,0,2,0,0,0,15,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,13,0,15,2,13,0,15,0,15,15,0,0,0,0,0,0,15,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,13,0,15,2,13,0,15,0,15,15,0,0,0,0,0,2,0,2,0,0,0,9,9,0,0,
208,29117,2,515400004011026,515400004011,51540000401,51540,51,515400004011014,5154090780,,5114968,,51540102,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,17,9,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,9,0,17,0,17,0,17,0,17,15,2,2,0,0,0,0,17,9,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,9,0,17,0,17,0,17,0,17,15,2,2,0,0,0,8,0,0,0,0,0,16,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,7,9,0,16,0,16,0,16,0,16,15,1,1,0,0,0,0,16,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,7,9,0,16,0,16,0,16,0,16,15,1,1,0,0,0,7,0,0,0,0,0,14,12,2,0,
209,29134,0,515400004022032,515400004022,51540000402,51540,51,515400004022014,5154090780,,5114968,,51540102,5105,51057,51025,,,,,,,,16820,,,,,,5100780,,,21,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,21,1,20,0,21,0,21,0,21,21,0,0,0,0,0,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,19,0,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,18,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,18,1,17,0,18,0,18,0,18,18,0,0,0,0,0,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,16,0,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,
